Date,Open,High,Low,Close,Volume
2024-04-18,167.24,167.847,165.767,166.255,43326520
2024-04-19,165.429,165.619,163.304,164.156,68087805
2024-04-22,164.738,166.474,163.996,165.061,48343639
2024-04-23,164.573,166.265,164.146,166.115,49771668
2024-04-24,165.757,168.505,165.429,168.226,48479670
2024-04-25,168.727,169.808,167.361,169.092,50797055
2024-04-26,169.082,170.535,168.386,168.505,45050071
2024-04-29,172.555,175.203,172.287,172.685,68491301
2024-04-30,172.515,174.168,169.202,169.529,66246106
2024-05-01,168.782,171.894,168.316,168.505,50621046
2024-05-02,171.699,172.6,170.088,172.217,94659779
2024-05-03,185.768,186.121,181.802,182.518,163994820
2024-05-06,181.496,183.334,179.573,180.856,78940657
2024-05-07,182.588,184.032,180.468,181.542,77670793
2024-05-08,181.991,182.21,180.597,181.881,45269837
2024-05-09,181.702,183.793,181.254,183.703,49214259
2024-05-10,184.28,184.47,181.519,182.436,50930093
2024-05-13,184.814,186.474,184.002,185.657,72286944
2024-05-14,186.882,187.669,185.667,186.802,52569709
2024-05-15,187.281,190.012,186.742,189.085,70636595
2024-05-16,189.832,190.455,189.025,189.205,53022837
2024-05-17,188.875,190.171,188.546,189.234,41421673
2024-05-20,188.691,191.277,188.377,190.4,44510369
2024-05-21,190.45,192.084,190.28,191.706,42451598
2024-05-22,191.621,192.177,189.633,190.26,34764997
2024-05-23,190.34,190.36,185.999,186.254,51177350
2024-05-24,188.188,189.942,187.411,189.343,36449066
2024-05-28,190.869,192.354,188.466,189.353,52455759
2024-05-29,188.975,191.603,188.875,189.652,53246372
2024-05-30,190.121,191.536,189.992,190.649,50115811
2024-05-31,190.799,191.925,189.274,191.606,75410876
2024-06-03,192.254,194.337,191.875,193.38,50248854
2024-06-04,193.983,194.666,192.387,193.699,47630992
2024-06-05,194.746,196.24,194.217,195.214,54338800
2024-06-06,195.03,195.842,193.52,193.829,41320160
2024-06-07,193.998,196.28,193.49,196.23,53282389
2024-06-10,196.24,196.639,191.506,192.473,97588965
2024-06-11,193.001,206.466,192.981,206.457,172952626
2024-06-12,206.675,219.462,206.207,212.357,198800203
2024-06-13,214.021,216.023,210.891,213.522,98191636
2024-06-14,213.134,214.449,210.592,211.778,70358423
2024-06-17,212.655,218.217,212.007,215.945,94043311
2024-06-18,216.861,217.897,212.287,213.572,80211935
2024-06-20,213.214,213.522,208.151,208.978,86462068
2024-06-21,209.685,211.18,206.417,206.795,247249551
2024-06-24,207.024,211.988,205.898,207.443,80998321
2024-06-25,208.449,210.672,207.911,208.369,56904477
2024-06-26,210.791,214.141,209.934,212.535,66435722
2024-06-27,213.971,215.017,211.638,213.382,49939988
2024-06-28,215.048,215.346,209.596,209.914,82820136
2024-07-01,211.38,216.782,211.21,216.023,60605937
2024-07-02,215.426,219.642,214.379,219.532,58241265
2024-07-03,219.263,220.808,218.297,220.808,37495397
2024-07-05,220.908,225.691,220.908,225.582,60615448
2024-07-08,226.329,227.087,222.502,227.057,59284443
2024-07-09,227.166,228.632,225.614,227.914,48331716
2024-07-10,228.532,232.3,228.482,232.2,62838172
2024-07-11,230.614,231.611,225.014,226.808,64928103
2024-07-12,228.153,231.861,227.914,229.767,53224811
2024-07-15,235.688,236.436,232.31,233.615,62841749
2024-07-16,234.212,235.479,231.551,234.034,43379584
2024-07-17,228.682,230.684,225.881,228.113,57538618
2024-07-18,229.509,229.668,221.525,223.429,66256521
2024-07-19,224.067,226.04,222.527,223.559,49316646
2024-07-22,226.25,227.017,222.343,223.21,48363836
2024-07-23,223.614,226.18,221.935,224.256,40094562
2024-07-24,223.25,224.047,216.403,217.808,61985204
2024-07-25,218.197,220.111,213.901,216.762,51563919
2024-07-26,217.967,218.754,215.286,217.23,41741163
2024-07-29,216.233,218.565,215.028,217.509,36433818
2024-07-30,218.456,219.587,215.396,218.067,41783801
2024-07-31,220.698,223.07,219.891,221.336,50204429
2024-08-01,223.619,223.728,216.293,217.629,62711055
2024-08-02,218.416,224.844,216.98,219.124,105923365
2024-08-05,198.423,212.785,195.343,208.569,119950380
2024-08-06,204.613,209.286,200.397,206.536,69894610
2024-08-07,206.207,212.924,205.698,209.117,63729889
2024-08-08,212.396,213.482,208.131,212.595,47319653
2024-08-09,211.39,216.053,211.26,215.516,42343481
2024-08-12,215.596,219.028,215.126,217.052,38111787
2024-08-13,218.529,221.403,218.529,220.784,44252512
2024-08-14,220.086,222.54,219.218,221.233,42052924
2024-08-15,224.107,224.855,222.271,224.226,46516165
2024-08-16,223.428,226.329,223.159,225.554,44437828
2024-08-19,225.224,225.494,222.55,225.394,40777362
2024-08-20,225.274,226.671,224.955,226.013,30365718
2024-08-21,226.022,227.479,224.556,225.903,34841995
2024-08-22,227.29,227.838,223.408,224.037,43791489
2024-08-23,225.163,227.719,223.837,226.342,38762374
2024-08-26,226.262,226.781,223.398,226.681,30669560
2024-08-27,225.499,228.347,224.396,227.529,36013647
2024-08-28,227.42,229.355,225.184,225.993,38135915
2024-08-29,229.595,232.408,228.377,229.285,52020537
2024-08-30,229.684,229.894,226.98,228.497,53107397
2024-09-03,228.048,228.497,220.684,222.281,50301038
2024-09-04,221.173,221.293,217.002,220.365,43936683
2024-09-05,221.138,224.985,221.034,221.892,36695984
2024-09-06,223.458,224.745,219.287,220.335,48529585
2024-09-09,220.335,220.784,216.234,220.425,67327821
2024-09-10,218.439,220.994,216.254,219.627,51704579
2024-09-11,220.969,222.6,217.412,222.171,44685203
2024-09-12,222.011,223.059,219.337,222.281,37580754
2024-09-13,223.089,223.548,221.423,222.011,36847538
2024-09-16,216.064,216.743,213.45,215.845,59488066
2024-09-17,215.276,216.424,214.029,216.314,45619522
2024-09-18,217.072,222.221,217.062,220.205,60026750
2024-09-19,224.496,229.315,224.137,228.367,66928293
2024-09-20,229.465,232.578,227.12,227.699,319381269
2024-09-23,226.841,228.946,225.314,225.973,54265192
2024-09-24,228.143,228.846,225.234,226.871,43651930
2024-09-25,224.436,226.791,223.528,225.873,42401832
2024-09-26,226.801,227.998,224.915,227.02,36717340
2024-09-27,227.958,229.016,226.801,227.29,34100854
2024-09-30,229.535,232.488,229.146,232.488,54913985
2024-10-01,229.016,229.146,223.249,225.713,63424331
2024-10-02,225.394,226.871,222.53,226.282,32952971
2024-10-03,224.646,226.307,222.83,225.174,34119085
2024-10-04,227.4,227.499,223.638,226.302,37427290
2024-10-07,224.007,225.194,220.844,221.203,39592301
2024-10-08,223.807,225.484,222.76,225.274,31925804
2024-10-09,224.735,229.246,224.336,229.036,33665021
2024-10-10,227.28,228.996,226.671,228.537,28245573
2024-10-11,228.796,228.906,226.841,227.05,31829086
2024-10-14,228.198,231.221,228.098,230.792,39969861
2024-10-15,233.097,236.968,231.86,233.336,64893878
2024-10-16,231.091,231.61,229.335,231.271,34157251
2024-10-17,232.917,233.336,230.014,231.64,33066425
2024-10-18,235.661,235.661,233.496,234.484,46533662
2024-10-21,233.935,236.33,233.935,235.961,36334262
2024-10-22,233.371,235.701,232.089,235.342,38932075
2024-10-23,233.566,234.628,227.26,230.253,52402057
2024-10-24,229.475,230.313,227.908,230.064,31177971
2024-10-25,229.236,232.708,229.066,230.902,38887703
2024-10-28,232.808,234.214,232.039,232.887,36166558
2024-10-29,232.588,233.81,231.81,233.157,35495196
2024-10-30,232.099,232.957,229.046,229.595,47174505
2024-10-31,228.836,229.325,224.875,225.414,64511757
2024-11-01,220.48,224.855,219.786,222.42,65420408
2024-11-04,220.505,222.301,219.228,221.522,45043386
2024-11-05,221.308,223.458,220.654,222.959,28173208
2024-11-06,222.121,225.569,220.704,222.231,54681204
2024-11-07,224.132,227.375,224.077,226.98,42230431
2024-11-08,226.921,228.409,226.156,226.711,38370965
2024-11-11,224.753,225.452,221.257,223.984,42051786
2024-11-12,224.303,225.342,223.11,223.984,40442716
2024-11-13,223.764,226.401,222.515,224.873,48619614
2024-11-14,224.773,228.619,224.753,227.969,44973334
2024-11-15,226.151,226.671,224.024,224.753,47976387
2024-11-18,225.003,229.488,224.923,227.77,44735151
2024-11-19,226.731,229.907,226.411,228.029,36251588
2024-11-20,227.81,229.677,225.642,228.748,35208234
2024-11-21,228.629,229.902,225.462,228.269,42154624
2024-11-22,227.81,230.467,227.81,229.618,38210217
2024-11-25,231.206,232.989,229.488,232.614,90251953
2024-11-26,233.074,235.311,233.074,234.802,46036749
2024-11-27,234.207,235.431,233.553,234.672,33535269
2024-11-29,234.547,237.549,233.713,237.069,28512691
2024-12-02,237.009,240.526,236.9,239.327,48190028
2024-12-03,239.547,242.493,238.638,242.384,38903743
2024-12-04,242.603,243.842,240.985,242.743,44432734
2024-12-05,243.722,244.271,241.864,242.773,40077894
2024-12-06,242.638,244.361,241.814,242.573,36911157
2024-12-09,241.564,246.968,241.484,246.479,44698322
2024-12-10,246.619,247.937,245.071,247.498,36955393
2024-12-11,247.688,250.525,245.99,246.219,45255516
2024-12-12,246.619,248.467,245.41,247.688,32813570
2024-12-13,247.543,249.016,245.97,247.857,33191743
2024-12-16,247.718,251.104,247.378,250.764,51751590
2024-12-17,249.805,253.551,249.506,253.202,51412825
2024-12-18,251.883,254.001,247.468,247.778,56836523
2024-12-19,247.228,251.723,246.824,249.516,60949202
2024-12-20,247.768,254.72,245.42,254.211,147657435
2024-12-23,254.49,255.369,253.172,254.99,40903697
2024-12-24,255.209,257.926,255.01,257.916,23260251
2024-12-26,257.906,259.814,257.347,258.736,27292958
2024-12-27,257.547,258.416,252.782,255.309,42401889
2024-12-30,251.953,253.222,250.475,251.923,35596636
2024-12-31,252.163,253.002,249.156,250.145,39524126
2025-01-02,248.657,248.826,241.555,243.582,55802016
2025-01-03,243.093,243.912,241.624,243.093,40288361
2025-01-06,244.042,247.058,242.933,244.731,45095097
2025-01-07,242.713,245.28,241.085,241.944,40900880
2025-01-08,241.654,243.445,239.786,242.433,37670312
2025-01-10,239.746,239.896,232.744,236.59,61778705
2025-01-13,233.274,234.412,229.468,234.143,49685293
2025-01-14,234.492,235.861,232.217,233.024,39478652
2025-01-15,234.377,238.698,234.173,237.609,39875763
2025-01-16,237.089,237.749,227.78,228.009,71837949
2025-01-17,231.86,232.035,228.229,229.727,68563602
2025-01-21,223.754,224.174,219.139,222.395,98178255
2025-01-22,219.549,223.874,219.549,223.584,64197005
2025-01-23,224.493,226.781,222.056,223.414,60300986
2025-01-24,224.533,225.382,221.167,222.535,54758046
2025-01-27,223.774,231.895,223.734,229.608,94967718
2025-01-28,230.596,239.926,230.557,237.998,75790808
2025-01-29,233.863,239.592,233.753,239.097,45536111
2025-01-30,238.403,240.526,236.949,237.329,55719474
2025-01-31,246.919,246.919,233.184,235.741,101186258
2025-02-03,229.737,231.575,225.452,227.76,73143632
2025-02-04,227,232.874,226.401,232.544,45116851
2025-02-05,228.279,232.414,228.019,232.215,39708599
2025-02-06,231.031,233.543,230.172,232.964,29958251
2025-02-07,232.345,233.743,227.01,227.38,39750881
2025-02-10,229.57,230.585,227.2,227.65,33115645
2025-02-11,228.2,235.23,228.13,232.62,53718362
2025-02-12,231.2,236.96,230.68,236.87,45243292
2025-02-13,236.91,242.339,235.57,241.53,53614054
2025-02-14,241.25,245.55,240.99,244.6,40896227
2025-02-18,243.91,245.18,241.84,244.47,48822491
2025-02-19,244.66,246.01,243.16,244.87,32204215
2025-02-20,244.94,246.78,244.29,245.83,32316907
2025-02-21,245.95,248.69,245.22,245.55,53197431
2025-02-24,244.925,248.86,244.42,247.172,51326396
2025-02-25,248,250,244.91,247.04,48013272
2025-02-26,244.33,244.98,239.13,240.36,44433564
2025-02-27,239.41,242.46,237.06,237.3,41153639
2025-02-28,236.95,242.09,230.2,241.84,56833360
2025-03-03,241.79,244.0272,236.112,238.03,47183985
2025-03-04,237.705,240.07,234.68,235.93,53798062
2025-03-05,235.42,236.55,229.23,235.74,47227643
2025-03-06,234.435,237.86,233.1581,235.33,45170419
2025-03-07,235.105,241.37,234.76,239.07,46273565
2025-03-10,235.54,236.16,224.22,227.48,72071197
2025-03-11,223.805,225.8399,217.45,220.84,76137410
2025-03-12,220.14,221.75,214.91,216.98,62547467
2025-03-13,215.95,216.8394,208.42,209.68,61368330
2025-03-14,211.25,213.95,209.58,213.49,60107582
2025-03-17,213.31,215.22,209.97,214,48073426
2025-03-18,214.16,215.15,211.49,212.69,42432426
2025-03-19,214.22,218.76,213.75,215.24,54385391
2025-03-20,213.99,217.4899,212.22,214.1,48862947
2025-03-21,211.56,218.84,211.28,218.27,94127768
2025-03-24,221,221.48,218.58,220.73,44299483
2025-03-25,220.77,224.1,220.08,223.75,34493583
2025-03-26,223.51,225.02,220.47,221.53,34532656
2025-03-27,221.39,224.99,220.5601,223.85,37094774
2025-03-28,221.67,223.81,217.68,217.9,39818617
2025-03-31,217.005,225.62,216.23,222.13,65299321
2025-04-01,219.805,223.68,218.9,223.19,36412740
2025-04-02,221.315,225.19,221.02,223.89,35905904
2025-04-03,205.54,207.49,201.25,203.19,103419006
2025-04-04,193.89,199.88,187.34,188.38,125910913
2025-04-07,177.2,194.15,174.62,181.46,160466286
2025-04-08,186.7,190.335,169.2101,172.42,120859491
2025-04-09,171.95,200.61,171.89,198.85,184395885
2025-04-10,189.065,194.7799,183,190.42,121879981
2025-04-11,186.1,199.54,186.06,198.15,87435915
2025-04-14,211.44,212.94,201.1621,202.52,101352911
2025-04-15,201.855,203.51,199.8,202.14,51343872
2025-04-16,198.36,200.7,192.37,194.27,59732423
2025-04-17,197.2,198.8335,194.42,196.98,52164675
2025-04-21,193.265,193.8,189.8112,193.16,46742537
2025-04-22,196.12,201.59,195.97,199.74,52976371
2025-04-23,206,208,202.799,204.6,52929165
2025-04-24,204.89,208.8299,202.94,208.37,47310989
2025-04-25,206.365,209.75,206.2,209.28,38222258
2025-04-28,210,211.5,207.46,210.14,38743074
2025-04-29,208.693,212.24,208.37,211.21,36827633
2025-04-30,209.3,213.58,206.6705,212.5,52286454
2025-05-01,209.08,214.56,208.9,213.32,57365675
2025-05-02,206.09,206.99,202.16,205.35,101010621
2025-05-05,203.1,204.1,198.21,198.89,69018452
2025-05-06,198.21,200.65,197.02,198.51,51216482
2025-05-07,199.17,199.44,193.25,196.25,68616943
2025-05-08,197.72,200.05,194.6796,197.49,50478872
2025-05-09,199,200.5399,197.535,198.53,36453923
2025-05-12,210.97,211.2679,206.75,210.79,63775814
2025-05-13,210.43,213.4,209,212.93,51909332
2025-05-14,212.43,213.94,210.5801,212.33,49325825
2025-05-15,210.95,212.96,209.54,211.45,45029473
2025-05-16,212.36,212.57,209.77,211.26,54737850
2025-05-19,207.91,209.48,204.26,208.78,46140527
2025-05-20,207.67,208.47,205.03,206.86,42496635
2025-05-21,205.17,207.04,200.71,202.09,59211774
2025-05-22,200.71,202.75,199.7,201.36,46742407
2025-05-23,193.665,197.7,193.46,195.27,78432918
2025-05-27,198.3,200.74,197.43,200.21,56288475
2025-05-28,200.59,202.73,199.9,200.42,45339678
2025-05-29,203.575,203.81,198.51,199.95,51477938
2025-05-30,199.37,201.96,196.78,200.85,70819942
2025-06-02,200.28,202.13,200.12,201.7,35423294
2025-06-03,201.35,203.77,200.955,203.27,46381567
2025-06-04,202.91,206.24,202.1,202.82,43603985
2025-06-05,203.5,204.75,200.15,200.63,55221235
2025-06-06,203,205.7,202.05,203.92,46607693
2025-06-09,204.39,206,200.02,201.45,72862557
2025-06-10,200.6,204.35,200.57,202.67,54672608
2025-06-11,203.5,204.5,198.41,198.78,60989857
2025-06-12,199.08,199.68,197.3601,199.2,43904635
2025-06-13,199.73,200.37,195.7,196.45,51447349
2025-06-16,197.3,198.685,196.5636,198.42,43020691
2025-06-17,197.2,198.39,195.21,195.64,38856152
2025-06-18,195.94,197.57,195.07,196.58,45394689
2025-06-20,198.235,201.7,196.855,201,96813542
2025-06-23,201.625,202.3,198.96,201.5,55814272
2025-06-24,202.59,203.44,200.2,200.3,54064033
2025-06-25,201.45,203.67,200.6201,201.56,39525730
2025-06-26,201.43,202.64,199.46,201,50799121
2025-06-27,201.89,203.22,200,201.08,73188571
2025-06-30,202.01,207.39,199.2607,205.17,91912816
2025-07-01,206.665,210.1865,206.1401,207.82,78788867
2025-07-02,208.91,213.34,208.14,212.44,67941811
2025-07-03,212.145,214.65,211.8101,213.55,34955836
2025-07-07,212.68,216.23,208.8,209.95,50228984
2025-07-08,210.1,211.43,208.45,210.01,42848928
2025-07-09,209.53,211.33,207.22,211.14,48749367
2025-07-10,210.505,213.48,210.03,212.41,44443635
2025-07-11,210.565,212.13,209.86,211.16,39765812
2025-07-14,209.925,210.91,207.54,208.62,38840111
2025-07-15,209.22,211.89,208.92,209.11,42296339
2025-07-16,210.295,212.4,208.64,210.16,47490532
2025-07-17,210.57,211.8,209.59,210.02,48068141
2025-07-18,210.87,211.79,209.7045,211.18,48974591
2025-07-21,212.1,215.78,211.63,212.48,51377434
2025-07-22,213.14,214.95,212.2301,214.4,46404072
2025-07-23,215,215.15,212.41,214.15,46989301
2025-07-24,213.9,215.69,213.53,213.76,46022620
2025-07-25,214.7,215.24,213.4,213.88,40268781
2025-07-28,214.03,214.845,213.06,214.05,37858017
2025-07-29,214.175,214.81,210.82,211.27,51411723
2025-07-30,211.895,212.39,207.72,209.05,45512514
2025-07-31,208.49,209.84,207.16,207.57,80698431
2025-08-01,210.865,213.58,201.5,202.38,104434473
2025-08-04,204.505,207.88,201.675,203.35,75109298
2025-08-05,203.4,205.34,202.16,202.92,44155079
2025-08-06,205.63,215.38,205.59,213.25,108483103
2025-08-07,218.875,220.85,216.58,220.03,90224834
2025-08-08,220.83,231,219.25,229.35,113853967
2025-08-11,227.92,229.56,224.76,227.18,61806132
2025-08-12,228.005,230.8,227.07,229.65,55672301
2025-08-13,231.07,235,230.43,233.33,69878546
2025-08-14,234.055,235.12,230.85,232.78,51916275
2025-08-15,234,234.28,229.335,231.59,56038657
2025-08-18,231.7,233.12,230.11,230.89,37476188
2025-08-19,231.275,232.87,229.35,230.56,39402564
2025-08-20,229.98,230.47,225.77,226.01,42263865
2025-08-21,226.27,226.52,223.7804,224.9,30621249
2025-08-22,226.17,229.09,225.41,227.76,42477811
2025-08-25,226.48,229.3,226.23,227.16,30983133
2025-08-26,226.87,229.49,224.69,229.31,54575107
2025-08-27,228.61,230.9,228.26,230.49,31259513
2025-08-28,230.82,233.41,229.335,232.56,38074700
2025-08-29,232.51,233.38,231.37,232.14,39418437
2025-09-02,229.25,230.85,226.97,229.72,44075638
2025-09-03,237.21,238.85,234.36,238.47,66427835
2025-09-04,238.45,239.8999,236.74,239.78,47549429
2025-09-05,239.995,241.32,238.4901,239.69,54870397
2025-09-08,239.3,240.15,236.34,237.88,48999495
2025-09-09,237,238.7805,233.36,234.35,66313918
2025-09-10,232.185,232.42,225.95,226.79,83440810
2025-09-11,226.875,230.45,226.65,230.03,50208578
2025-09-12,229.22,234.51,229.02,234.07,55824216
2025-09-15,237,238.19,235.03,236.7,42699524
2025-09-16,237.175,241.22,236.3235,238.15,63421099
2025-09-17,238.97,240.1,237.7301,238.99,46508017
2025-09-18,239.97,241.2,236.65,237.88,44249576
2025-09-19,241.225,246.3,240.2106,245.5,163741314
2025-09-22,248.3,256.64,248.12,256.08,105517416
2025-09-23,255.875,257.34,253.58,254.43,60275187
2025-09-24,255.22,255.74,251.04,252.31,42303710
2025-09-25,253.205,257.17,251.712,256.87,55202075
2025-09-26,254.095,257.6,253.78,255.46,46076258
2025-09-29,254.56,255,253.01,254.43,40127687
2025-09-30,254.855,255.919,253.11,254.63,37704259
2025-10-01,255.04,258.79,254.93,255.45,48713940
2025-10-02,256.575,258.18,254.15,257.13,42630239
2025-10-03,254.665,259.24,253.95,258.02,49155614
2025-10-06,257.99,259.07,255.05,256.69,44664118
2025-10-07,256.805,257.4,255.43,256.48,31955776
2025-10-08,256.52,258.52,256.11,258.06,36496895
2025-10-09,257.805,258,253.14,254.04,38322012
2025-10-10,254.94,256.38,244,245.27,61999098
2025-10-13,249.38,249.69,245.56,247.66,38142942
2025-10-14,246.6,248.845,244.7,247.77,35477986
2025-10-15,249.485,251.82,247.47,249.34,33893611
2025-10-16,248.25,249.04,245.13,247.45,39776974
2025-10-17,248.02,253.38,247.27,252.29,49146961
2025-10-20,255.885,264.375,255.63,262.24,90483029
2025-10-21,261.88,265.29,261.83,262.77,46695948
2025-10-22,262.65,262.85,255.43,258.45,45015254
2025-10-23,259.94,260.62,258.0101,259.58,32754941
2025-10-24,261.19,264.13,259.18,262.82,38253717
2025-10-27,264.88,269.12,264.6501,268.81,44888152
2025-10-28,268.985,269.89,268.15,269,41534759
2025-10-29,269.275,271.41,267.11,269.7,51086742
2025-10-30,271.99,274.14,268.48,271.4,69886534
2025-10-31,276.99,277.32,269.16,270.37,86167123
2025-11-03,270.42,270.85,266.25,269.05,50194583
2025-11-04,268.325,271.486,267.615,270.04,49274846
2025-11-05,268.61,271.7,266.93,270.14,43683072
2025-11-06,267.89,273.4,267.89,269.77,51204045
2025-11-07,269.795,272.29,266.77,268.47,48227365
2025-11-10,268.96,273.73,267.455,269.43,41312412
2025-11-11,269.81,275.91,269.8,275.25,46208318
2025-11-12,275,275.73,271.7,273.47,48397982
2025-11-13,274.11,276.699,272.09,272.95,49602794
2025-11-14,271.05,275.96,269.6,272.41,47431331
2025-11-17,268.815,270.49,265.73,267.46,45018260
2025-11-18,269.99,270.71,265.32,267.44,45677278
2025-11-19,265.525,272.21,265.5,268.56,40424492
2025-11-20,270.83,275.43,265.92,266.25,45823568
2025-11-21,265.95,273.33,265.67,271.49,59030832
2025-11-24,270.9,277,270.9,275.92,65585796
2025-11-25,275.27,280.38,275.25,276.97,46914220
2025-11-26,276.96,279.53,276.63,277.55,33431423
2025-11-28,277.26,279,275.9865,278.85,20135620
2025-12-01,278.01,283.42,276.14,283.1,46587722
2025-12-02,283,287.4,282.6301,286.19,53669532
2025-12-03,286.2,288.62,283.3,284.15,43538687
2025-12-04,284.095,284.73,278.59,280.7,43989056
2025-12-05,280.54,281.14,278.05,278.78,47265845
2025-12-08,278.13,279.6693,276.15,277.89,38211832
2025-12-09,278.16,280.03,276.92,277.18,32193256
2025-12-10,277.75,279.75,276.44,278.78,33038318
2025-12-11,279.095,279.59,273.81,278.03,33247986
2025-12-12,277.9,279.22,276.82,278.28,39532887
2025-12-15,280.15,280.15,272.84,274.11,50409078
2025-12-16,272.82,275.5,271.79,274.61,37648628
2025-12-17,275.01,276.16,271.64,271.84,50138743
2025-12-18,273.605,273.63,266.95,272.19,51630721
2025-12-19,272.145,274.6,269.9,273.67,144632048
2025-12-22,272.86,273.88,270.505,270.97,36571827
2025-12-23,270.84,272.5,269.56,272.36,29641999
2025-12-24,272.34,275.43,272.195,273.81,17910574
2025-12-26,274.16,275.37,272.86,273.4,21521802
2025-12-29,272.69,274.36,272.35,273.76,23715213
2025-12-30,272.81,274.08,272.28,273.08,22139617
2025-12-31,273.06,273.68,271.75,271.86,27293639
2026-01-02,272.255,277.84,269,271.01,37838054
2026-01-05,270.64,271.51,266.14,267.26,45647190
2026-01-06,267,267.55,262.12,262.36,52352090
2026-01-07,263.2,263.68,259.81,260.33,48309804
2026-01-08,257.02,259.29,255.7,259.04,50419337
2026-01-09,259.075,260.21,256.22,259.37,39996967
2026-01-12,259.16,261.3,256.8,260.25,45263767
